timestamp,signal_id,name,order_ref,quantity,order,symbol,asset,right,multiplier,expiry,strike,bid,ask,filled_price,credit,transaction_fee,underlier,delta,gamma,vega,theta,dividend,balance
2025-02-14 20:19:49+00:00,3201,call_spread_0.55,3201|call_spread_0.55|1,1,Buy-to-Open,IRM,OPT,Call,100,2/21/2025,95.0,1.75,2.0,2.0,-200.0,0.5,95.68,0.591153,0.109166,0.052578,-0.110016,,
2025-02-14 20:19:49+00:00,3201,call_spread_0.55,3201|call_spread_0.55|1,-1,Sell-to-Open,IRM,OPT,Call,100,2/21/2025,98.0,0.5,0.65,0.5,50.0,0.5,95.68,0.282587,0.083175,0.04118,-0.085053,,
2025-02-21 21:14:00+00:00,3201,call_spread_0.55,3201|call_spread_0.55|2,-1,Sell-to-Close,IRM,OPT,Call,100,2/21/2025,95.0,1.75,2.0,0.0,0.0,0.0,91.75,0.0,0.0,0.0,0.0,,
2025-02-21 21:14:00+00:00,3201,call_spread_0.55,3201|call_spread_0.55|2,1,Buy-to-Close,IRM,OPT,Call,100,2/21/2025,98.0,0.5,0.65,0.0,-0.0,0.0,91.75,0.0,0.0,0.0,0.0,,
2025-02-14 20:19:49+00:00,3201,call_spread_0.6,3201|call_spread_0.6|1,1,Buy-to-Open,IRM,OPT,Call,100,2/21/2025,95.0,1.75,2.0,2.0,-200.0,0.5,95.68,0.591153,0.109166,0.052578,-0.110016,,
2025-02-14 20:19:49+00:00,3201,call_spread_0.6,3201|call_spread_0.6|1,-1,Sell-to-Open,IRM,OPT,Call,100,2/21/2025,98.0,0.5,0.65,0.5,50.0,0.5,95.68,0.282587,0.083175,0.04118,-0.085053,,
2025-02-21 21:14:00+00:00,3201,call_spread_0.6,3201|call_spread_0.6|2,-1,Sell-to-Close,IRM,OPT,Call,100,2/21/2025,95.0,1.75,2.0,0.0,0.0,0.0,91.75,0.0,0.0,0.0,0.0,,
2025-02-21 21:14:00+00:00,3201,call_spread_0.6,3201|call_spread_0.6|2,1,Buy-to-Close,IRM,OPT,Call,100,2/21/2025,98.0,0.5,0.65,0.0,-0.0,0.0,91.75,0.0,0.0,0.0,0.0,,
2025-02-14 17:29:59+00:00,3202,call_spread_0.25,3202|call_spread_0.25|1,1,Buy-to-Open,LMT,OPT,Call,100,2/21/2025,432.5,2.0,2.1,2.1,-210.0,0.5,422.24,0.248953,0.023319,0.197281,-0.338388,,
2025-02-14 17:29:59+00:00,3202,call_spread_0.25,3202|call_spread_0.25|1,-1,Sell-to-Open,LMT,OPT,Call,100,2/21/2025,440.0,0.8,1.0,0.8,80.0,0.5,422.24,0.123235,0.014878,0.128686,-0.226643,,
2025-02-21 21:14:00+00:00,3202,call_spread_0.25,3202|call_spread_0.25|2,-1,Sell-to-Close,LMT,OPT,Call,100,2/21/2025,432.5,2.0,2.1,8.24,824.0,0.0,440.74,0.0,0.0,0.0,0.0,,
