timestamp,signal_id,name,order_ref,quantity,order,symbol,asset,right,multiplier,expiry,strike,bid,ask,filled_price,credit,transaction_fee,underlier,delta,gamma,vega,theta,dividend,balance
2025-03-31 14:09:43+00:00,3601,call_spread_0.1,3601|call_spread_0.1|1,1,Buy-to-Open,PANW,OPT,Call,100,4/4/2025,180.0,0.42,0.47,0.47,-47.0,0.5,168.44,0.101227,0.020228,0.030757,-0.175654,,
2025-03-31 14:09:43+00:00,3601,call_spread_0.1,3601|call_spread_0.1|1,-1,Sell-to-Open,PANW,OPT,Call,100,4/4/2025,182.5,0.25,0.29,0.25,25.0,0.5,168.44,0.058834,0.013437,0.019846,-0.114328,,
2025-04-04 20:14:00+00:00,3601,call_spread_0.1,3601|call_spread_0.1|2,-1,Sell-to-Close,PANW,OPT,Call,100,4/4/2025,180.0,0.42,0.47,0.0,0.0,0.0,153.31,0.0,0.0,0.0,0.0,,
2025-04-04 20:14:00+00:00,3601,call_spread_0.1,3601|call_spread_0.1|2,1,Buy-to-Close,PANW,OPT,Call,100,4/4/2025,182.5,0.25,0.29,0.0,-0.0,0.0,153.31,0.0,0.0,0.0,0.0,,
2025-03-31 14:09:43+00:00,3601,call_spread_0.15,3601|call_spread_0.15|1,1,Buy-to-Open,PANW,OPT,Call,100,4/4/2025,177.5,0.72,0.8,0.8,-80.0,0.5,168.44,0.162917,0.027927,0.043579,-0.250105,,
2025-03-31 14:09:43+00:00,3601,call_spread_0.15,3601|call_spread_0.15|1,-1,Sell-to-Open,PANW,OPT,Call,100,4/4/2025,180.0,0.42,0.47,0.42,42.0,0.5,168.44,0.101227,0.020228,0.030757,-0.175654,,
2025-04-04 20:14:00+00:00,3601,call_spread_0.15,3601|call_spread_0.15|2,-1,Sell-to-Close,PANW,OPT,Call,100,4/4/2025,177.5,0.72,0.8,0.0,0.0,0.0,153.31,0.0,0.0,0.0,0.0,,
2025-04-04 20:14:00+00:00,3601,call_spread_0.15,3601|call_spread_0.15|2,1,Buy-to-Close,PANW,OPT,Call,100,4/4/2025,180.0,0.42,0.47,0.0,-0.0,0.0,153.31,0.0,0.0,0.0,0.0,,
2025-03-31 14:09:43+00:00,3601,call_spread_0.2,3601|call_spread_0.2|1,1,Buy-to-Open,PANW,OPT,Call,100,4/4/2025,177.5,0.72,0.8,0.8,-80.0,0.5,168.44,0.162917,0.027927,0.043579,-0.250105,,
2025-03-31 14:09:43+00:00,3601,call_spread_0.2,3601|call_spread_0.2|1,-1,Sell-to-Open,PANW,OPT,Call,100,4/4/2025,180.0,0.42,0.47,0.42,42.0,0.5,168.44,0.101227,0.020228,0.030757,-0.175654,,
