date,ticker,t,satisfied,date,trigger_t,t_hourly,close,ngex,eps,timestamp,vma,regime,uband,lband,trend,sm_ngex,sm_eps,max_eps_2d,min_eps_2d,signal_time
4/9/2025,TPR,2025-04-09 16:25:00+00:00,TRUE,4/9/2025,2025-04-09 16:20:00+00:00,2025-04-09 15:58:00+00:00,58.46,28.058608,99.98779,2025-04-09T15:30:00,374483.2017,1,870931.9103,-121965.507,Bullish,0.575499851,0.580772145,0.82038219,0.580772145,2025-04-09 14:59:00+00:00
4/9/2025,TSM,2025-04-09 15:10:00+00:00,TRUE,4/9/2025,2025-04-09 15:05:00+00:00,2025-04-09 14:59:00+00:00,138.055,50.769231,99.85348,2025-04-09T13:30:00,-3730905.874,1,-1805248.228,-5656563.519,Bullish,0.658667232,0.970432433,0.99990906,0.970299643,2025-04-09 13:59:00+00:00
4/9/2025,TTWO,2025-04-09 19:25:00+00:00,TRUE,4/9/2025,2025-04-09 19:20:00+00:00,2025-04-09 18:58:00+00:00,206.22,18.583639,49.81685,2025-04-09T17:30:00,-2632604.131,1,5.30E+186,-5.30E+186,Bullish,0.041667626,0.888868618,0.95879065,0.888863802,2025-04-09 17:58:00+00:00
4/9/2025,TWLO,2025-04-09 16:20:00+00:00,TRUE,4/9/2025,2025-04-09 16:15:00+00:00,2025-04-09 15:58:00+00:00,78.61,47.106227,98.962149,2025-04-09T15:30:00,-268295.7317,1,-124522.1579,-412069.3054,Bullish,0.561382748,0.966638452,1,0.966635914,2025-04-09 14:59:00+00:00
4/9/2025,TXRH,2025-04-09 16:10:00+00:00,TRUE,4/9/2025,2025-04-09 16:05:00+00:00,2025-04-09 15:56:00+00:00,150.84,56.746032,100,2025-04-09T15:30:00,-65703.87088,1,-25017.3577,-106390.3841,Bullish,0.385676436,0.976636311,1,0.969001875,2025-04-09 14:59:00+00:00
4/9/2025,UNP,2025-04-09 15:20:00+00:00,TRUE,4/9/2025,2025-04-09 15:15:00+00:00,2025-04-09 14:59:00+00:00,206.6306,75.860806,99.58486,2025-04-09T13:30:00,-374005.1227,1,-234803.372,-513206.8734,Bullish,0.723870148,0.966199985,1,0.966199985,2025-04-09 13:59:00+00:00
4/9/2025,USB,2025-04-09 19:25:00+00:00,TRUE,4/9/2025,2025-04-09 19:20:00+00:00,2025-04-09 18:58:00+00:00,38.9,61.514042,82.905983,2025-04-09T17:30:00,-818258.8327,1,-207827.2994,-1428690.366,Bullish,0.238800001,0.962505865,1,0.96125991,2025-04-09 17:58:00+00:00
4/9/2025,VRTX,2025-04-09 18:55:00+00:00,TRUE,4/9/2025,2025-04-09 18:50:00+00:00,2025-04-09 17:58:00+00:00,482.03,45.726496,87.533578,2025-04-09T17:30:00,-47045.83915,1,1.41E+27,-1.41E+27,Bullish,0.3646906,0.974897882,0.994949228,0.924886014,2025-04-09 16:58:00+00:00
4/9/2025,VST,2025-04-09 17:05:00+00:00,TRUE,4/9/2025,2025-04-09 17:00:00+00:00,2025-04-09 16:58:00+00:00,102.61,43.601954,89.010989,2025-04-09T15:30:00,16794.67723,1,626777.9443,-593188.5899,Bullish,0.489184698,0.956051222,0.99016567,0.945747167,2025-04-09 15:58:00+00:00
4/9/2025,X,2025-04-09 19:25:00+00:00,TRUE,4/9/2025,2025-04-09 19:20:00+00:00,2025-04-09 18:58:00+00:00,44.822,85.799756,83.223443,2025-04-09T17:30:00,3982399.68,1,16045631.23,-8080831.869,Bullish,0.698500201,0.88490565,0.884913937,0.871390621,2025-04-09 17:58:00+00:00
4/9/2025,Z,2025-04-09 14:35:00+00:00,TRUE,4/9/2025,2025-04-09 14:30:00+00:00,2025-04-09 13:59:00+00:00,59.23,96.581197,99.92674,2025-04-09T13:30:00,-275661.5705,1,4340.07936,-555663.2203,Bullish,0.832916194,0.995706717,1,0.964901341,2025-04-08 19:58:00+00:00
4/10/2025,ADSK,2025-04-10 14:25:00+00:00,TRUE,4/10/2025,2025-04-10 14:20:00+00:00,2025-04-10 13:59:00+00:00,255.505,62.710623,79.352869,2025-04-10T13:30:00,-116873.9862,1,15829.79843,-249577.7708,Bullish,0.578838,0.877052765,0.969694178,0.877052765,2025-04-09 19:58:00+00:00
4/10/2025,AFRM,2025-04-10 16:05:00+00:00,TRUE,4/10/2025,2025-04-10 16:00:00+00:00,2025-04-10 15:58:00+00:00,40.16,94.908425,100,2025-04-10T15:30:00,2925927.553,1,4715897.309,1135957.797,Bullish,0.896414509,0.939272954,0.94551661,0.936050903,2025-04-10 14:59:00+00:00
4/10/2025,AKAM,2025-04-10 16:35:00+00:00,TRUE,4/10/2025,2025-04-10 16:30:00+00:00,2025-04-10 15:58:00+00:00,71.96,63.650794,91.190476,2025-04-10T15:30:00,-161503.4255,1,1.87E+52,-1.87E+52,Bullish,0.451080166,0.928046195,0.983870605,0.928046195,2025-04-10 14:59:00+00:00
4/10/2025,ALGN,2025-04-10 14:10:00+00:00,TRUE,4/10/2025,2025-04-10 14:05:00+00:00,2025-04-10 13:59:00+00:00,158.685,76.471306,88.009768,2025-04-10T13:30:00,-397779.9337,1,-145263.7628,-650296.1045,Bullish,0.628394152,0.954418338,0.983786517,0.953722439,2025-04-09 19:58:00+00:00
4/10/2025,AMD,2025-04-10 16:35:00+00:00,TRUE,4/10/2025,2025-04-10 16:30:00+00:00,2025-04-10 15:58:00+00:00,87.9,40.915751,88.754579,2025-04-10T15:30:00,9576366.546,1,21930095.32,-2777362.229,Bullish,0.35941813,0.918731484,0.972448967,0.918731484,2025-04-10 14:59:00+00:00
